Month,Place,Hour,Day,Crowd_level
February,Fee Counter,9,25,Medium
February,Bank,9,25,Medium
February,Admission Cell,9,25,Low
February,Library,10,25,Low
February,Cafeteria,10,25,Medium
February,Lab,10,25,Medium
February,Fee Counter,10,25,Medium
February,Bank,10,25,Medium
February,Admission Cell,10,25,Low
February,Library,11,25,Medium
February,Cafeteria,11,25,Medium
February,Lab,11,25,Medium
February,Fee Counter,11,25,Medium
February,Bank,11,25,Medium
February,Admission Cell,11,25,Low
February,Library,12,25,Medium
February,Cafeteria,12,25,High
February,Lab,12,25,Medium
February,Fee Counter,12,25,Medium
February,Bank,12,25,Medium
February,Admission Cell,12,25,Low
February,Library,13,25,Low
February,Cafeteria,13,25,High
February,Lab,13,25,Medium
February,Fee Counter,13,25,Medium
February,Bank,13,25,Medium
February,Admission Cell,13,25,Low
February,Library,14,25,Low
February,Cafeteria,14,25,High
February,Lab,14,25,Low
February,Fee Counter,14,25,Medium
February,Bank,14,25,Medium
February,Admission Cell,14,25,Low
February,Library,15,25,Low
February,Cafeteria,15,25,Medium
February,Lab,15,25,Low
February,Fee Counter,15,25,Medium
February,Bank,15,25,Medium
February,Admission Cell,15,25,Low
February,Library,16,25,Low
February,Cafeteria,16,25,Low
February,Lab,16,25,Low
February,Fee Counter,16,25,Medium
February,Bank,16,25,Medium
February,Admission Cell,16,25,Low
February,Library,17,25,Low
February,Cafeteria,17,25,Low
February,Lab,17,25,Low
February,Fee Counter,17,25,Medium
February,Bank,17,25,Medium
February,Admission Cell,17,25,Low
February,Library,9,26,Low
February,Cafeteria,9,26,Low
February,Lab,9,26,Medium
February,Fee Counter,9,26,Medium
February,Bank,9,26,Medium
February,Admission Cell,9,26,Low
February,Library,10,26,Low
February,Cafeteria,10,26,Medium
February,Lab,10,26,Medium
February,Fee Counter,10,26,Medium
February,Bank,10,26,Medium
February,Admission Cell,10,26,Low
February,Library,11,26,Medium
February,Cafeteria,11,26,Medium
February,Lab,11,26,Medium
February,Fee Counter,11,26,Medium
February,Bank,11,26,Medium
February,Admission Cell,11,26,Low
February,Library,12,26,Medium
February,Cafeteria,12,26,High
February,Lab,12,26,Medium
February,Fee Counter,12,26,Medium
February,Bank,12,26,Medium
February,Admission Cell,12,26,Low
February,Library,13,26,Low
February,Cafeteria,13,26,High
February,Lab,13,26,Medium
February,Fee Counter,13,26,Medium
February,Bank,13,26,Medium
February,Admission Cell,13,26,Low
February,Library,14,26,Low
February,Cafeteria,14,26,High
February,Lab,14,26,Low
February,Fee Counter,14,26,Medium
February,Bank,14,26,Medium
February,Admission Cell,14,26,Low
February,Library,15,26,Low
February,Cafeteria,15,26,Medium
February,Lab,15,26,Low
February,Fee Counter,15,26,Medium
February,Bank,15,26,Medium
February,Admission Cell,15,26,Low
February,Library,16,26,Low
February,Cafeteria,16,26,Low
February,Lab,16,26,Low
February,Fee Counter,16,26,Medium
February,Bank,16,26,Medium
February,Admission Cell,16,26,Low
February,Library,17,26,Low
February,Cafeteria,17,26,Low
February,Lab,17,26,Low
February,Fee Counter,17,26,Medium
February,Bank,17,26,Medium
February,Admission Cell,17,26,Low
February,Library,9,27,Low
February,Cafeteria,9,27,Low
February,Lab,9,27,Medium
February,Fee Counter,9,27,Medium
February,Bank,9,27,Medium
February,Admission Cell,9,27,Low
February,Library,10,27,Low
February,Cafeteria,10,27,Medium
February,Lab,10,27,Medium
February,Fee Counter,10,27,Medium
February,Bank,10,27,Medium
February,Admission Cell,10,27,Low
February,Library,11,27,Medium
February,Cafeteria,11,27,Medium
February,Lab,11,27,Medium
February,Fee Counter,11,27,Medium
February,Bank,11,27,Medium
February,Admission Cell,11,27,Low
February,Library,12,27,Medium
February,Cafeteria,12,27,High
February,Lab,12,27,Medium
February,Fee Counter,12,27,Medium
February,Bank,12,27,Medium
February,Admission Cell,12,27,Low
February,Library,13,27,Low
February,Cafeteria,13,27,High
February,Lab,13,27,Medium
February,Fee Counter,13,27,Medium
February,Bank,13,27,Medium
February,Admission Cell,13,27,Low
February,Library,14,27,Low
February,Cafeteria,14,27,High
February,Lab,14,27,Low
February,Fee Counter,14,27,Medium
February,Bank,14,27,Medium
February,Admission Cell,14,27,Low
February,Library,15,27,Low
February,Cafeteria,15,27,Medium
February,Lab,15,27,Low
February,Fee Counter,15,27,Medium
February,Bank,15,27,Medium
February,Admission Cell,15,27,Low
February,Library,16,27,Low
February,Cafeteria,16,27,Low
February,Lab,16,27,Low
February,Fee Counter,16,27,Medium
February,Bank,16,27,Medium
February,Admission Cell,16,27,Low
February,Library,17,27,Low
February,Cafeteria,17,27,Low
February,Lab,17,27,Low
February,Fee Counter,17,27,Medium
February,Bank,17,27,Medium
February,Admission Cell,17,27,Low
February,Library,9,28,Low
February,Cafeteria,9,28,Low
February,Lab,9,28,Medium
February,Fee Counter,9,28,Medium
February,Bank,9,28,Medium
February,Admission Cell,9,28,Low
February,Library,10,28,Low
February,Cafeteria,10,28,Medium
February,Lab,10,28,Medium
February,Fee Counter,10,28,Medium
February,Bank,10,28,Medium
February,Admission Cell,10,28,Low
February,Library,11,28,Medium
February,Cafeteria,11,28,Medium
February,Lab,11,28,Medium
February,Fee Counter,11,28,Medium
February,Bank,11,28,Medium
February,Admission Cell,11,28,Low
February,Library,12,28,Medium
February,Cafeteria,12,28,High
February,Lab,12,28,Medium
February,Fee Counter,12,28,Medium
February,Bank,12,28,Medium
February,Admission Cell,12,28,Low
February,Library,13,28,Low
February,Cafeteria,13,28,High
February,Lab,13,28,Medium
February,Fee Counter,13,28,Medium
February,Bank,13,28,Medium
February,Admission Cell,13,28,Low
February,Library,14,28,Low
February,Cafeteria,14,28,High
February,Lab,14,28,Low
February,Fee Counter,14,28,Medium
February,Bank,14,28,Medium
February,Admission Cell,14,28,Low
February,Library,15,28,Low
February,Cafeteria,15,28,Medium
February,Lab,15,28,Low
February,Fee Counter,15,28,Medium
February,Bank,15,28,Medium
February,Admission Cell,15,28,Low
February,Library,16,28,Low
February,Cafeteria,16,28,Low
February,Lab,16,28,Low
February,Fee Counter,16,28,Medium
February,Bank,16,28,Medium
February,Admission Cell,16,28,Low
February,Library,17,28,Low
February,Cafeteria,17,28,Low
February,Lab,17,28,Low
February,Fee Counter,17,28,Medium
February,Bank,17,28,Medium
February,Admission Cell,17,28,Low
March,Library,9,1,Medium
March,Cafeteria,9,1,Low
March,Lab,9,1,Medium
March,Fee Counter,9,1,Low
March,Bank,9,1,Low
March,Admission Cell,9,1,Low
March,Library,10,1,High
March,Cafeteria,10,1,Medium
March,Lab,10,1,Medium
March,Fee Counter,10,1,Low
March,Bank,10,1,Low
March,Admission Cell,10,1,Low
March,Library,11,1,High
March,Cafeteria,11,1,Medium
March,Lab,11,1,Medium
March,Fee Counter,11,1,Low
March,Bank,11,1,Low
March,Admission Cell,11,1,Low
March,Library,12,1,High
March,Cafeteria,12,1,High
March,Lab,12,1,Medium
March,Fee Counter,12,1,Low
March,Bank,12,1,Low
March,Admission Cell,12,1,Low
March,Library,13,1,Medium
March,Cafeteria,13,1,High
March,Lab,13,1,Medium
March,Fee Counter,13,1,Low
March,Bank,13,1,Low
March,Admission Cell,13,1,Low
March,Library,14,1,Medium
March,Cafeteria,14,1,High
March,Lab,14,1,Low
March,Fee Counter,14,1,Low
March,Bank,14,1,Low
March,Admission Cell,14,1,Low
March,Library,15,1,Medium
March,Cafeteria,15,1,Medium
March,Lab,15,1,Low
March,Fee Counter,15,1,Low
March,Bank,15,1,Low
March,Admission Cell,15,1,Low
March,Library,16,1,Medium
March,Cafeteria,16,1,Low
March,Lab,16,1,Low
March,Fee Counter,16,1,Low
March,Bank,16,1,Low
March,Admission Cell,16,1,Low
March,Library,17,1,Medium
March,Cafeteria,17,1,Low
March,Lab,17,1,Low
March,Fee Counter,17,1,Low
March,Bank,17,1,Low
March,Admission Cell,17,1,Low
March,Library,9,2,Medium
March,Cafeteria,9,2,Low
March,Lab,9,2,Medium
March,Fee Counter,9,2,Low
March,Bank,9,2,Low
March,Admission Cell,9,2,Low
March,Library,10,2,High
March,Cafeteria,10,2,Medium
March,Lab,10,2,Medium
March,Fee Counter,10,2,Low
March,Bank,10,2,Low
March,Admission Cell,10,2,Low
March,Library,11,2,High
March,Cafeteria,11,2,Medium
March,Lab,11,2,Medium
March,Fee Counter,11,2,Low
March,Bank,11,2,Low
March,Admission Cell,11,2,Low
March,Library,12,2,High
March,Cafeteria,12,2,High
March,Lab,12,2,Medium
March,Fee Counter,12,2,Low
March,Bank,12,2,Low
March,Admission Cell,12,2,Low
March,Library,13,2,Medium
March,Cafeteria,13,2,High
March,Lab,13,2,Medium
March,Fee Counter,13,2,Low
March,Bank,13,2,Low
March,Admission Cell,13,2,Low
March,Library,14,2,Medium
March,Cafeteria,14,2,High
March,Lab,14,2,Low
March,Fee Counter,14,2,Low
March,Bank,14,2,Low
March,Admission Cell,14,2,Low
March,Library,15,2,Medium
March,Cafeteria,15,2,Medium
March,Lab,15,2,Low
March,Fee Counter,15,2,Low
March,Bank,15,2,Low
March,Admission Cell,15,2,Low
March,Library,16,2,Medium
March,Cafeteria,16,2,Low
March,Lab,16,2,Low
March,Fee Counter,16,2,Low
March,Bank,16,2,Low
March,Admission Cell,16,2,Low
March,Library,17,2,Medium
March,Cafeteria,17,2,Low
March,Lab,17,2,Low
March,Fee Counter,17,2,Low
March,Bank,17,2,Low
March,Admission Cell,17,2,Low
March,Library,9,3,Medium
March,Cafeteria,9,3,Low
March,Lab,9,3,Medium
March,Fee Counter,9,3,Low
March,Bank,9,3,Low
March,Admission Cell,9,3,Low
March,Library,10,3,High
March,Cafeteria,10,3,Medium
March,Lab,10,3,Medium
March,Fee Counter,10,3,Low
March,Bank,10,3,Low
March,Admission Cell,10,3,Low
March,Library,11,3,High
March,Cafeteria,11,3,Medium
March,Lab,11,3,Medium
March,Fee Counter,11,3,Low
March,Bank,11,3,Low
March,Admission Cell,11,3,Low
March,Library,12,3,High
March,Cafeteria,12,3,High
March,Lab,12,3,Medium
March,Fee Counter,12,3,Low
March,Bank,12,3,Low
March,Admission Cell,12,3,Low
March,Library,13,3,Medium
March,Cafeteria,13,3,High
March,Lab,13,3,Medium
March,Fee Counter,13,3,Low
March,Bank,13,3,Low
March,Admission Cell,13,3,Low
March,Library,14,3,Medium
March,Cafeteria,14,3,High
March,Lab,14,3,Low
March,Fee Counter,14,3,Low
March,Bank,14,3,Low
March,Admission Cell,14,3,Low
March,Library,15,3,Medium
March,Cafeteria,15,3,Medium
March,Lab,15,3,Low
March,Fee Counter,15,3,Low
March,Bank,15,3,Low
March,Admission Cell,15,3,Low
March,Library,16,3,Medium
March,Cafeteria,16,3,Low
March,Lab,16,3,Low
March,Fee Counter,16,3,Low
March,Bank,16,3,Low
March,Admission Cell,16,3,Low
March,Library,17,3,Medium
March,Cafeteria,17,3,Low
March,Lab,17,3,Low
March,Fee Counter,17,3,Low
March,Bank,17,3,Low
March,Admission Cell,17,3,Low
March,Library,9,4,Medium
March,Cafeteria,9,4,Low
March,Lab,9,4,Medium
March,Fee Counter,9,4,Low
March,Bank,9,4,Low
March,Admission Cell,9,4,Low
March,Library,10,4,High
March,Cafeteria,10,4,Medium
March,Lab,10,4,Medium
March,Fee Counter,10,4,Low
March,Bank,10,4,Low
March,Admission Cell,10,4,Low
March,Library,11,4,High
March,Cafeteria,11,4,Medium
March,Lab,11,4,Medium
March,Fee Counter,11,4,Low
March,Bank,11,4,Low
March,Admission Cell,11,4,Low
March,Library,12,4,High
March,Cafeteria,12,4,High
March,Lab,12,4,Medium
March,Fee Counter,12,4,Low
March,Bank,12,4,Low
March,Admission Cell,12,4,Low
March,Library,13,4,Medium
March,Cafeteria,13,4,High
March,Lab,13,4,Medium
March,Fee Counter,13,4,Low
March,Bank,13,4,Low
March,Admission Cell,13,4,Low
March,Library,14,4,Medium
March,Cafeteria,14,4,High
March,Lab,14,4,Low
March,Fee Counter,14,4,Low
March,Bank,14,4,Low
March,Admission Cell,14,4,Low
March,Library,15,4,Medium
March,Cafeteria,15,4,Medium
March,Lab,15,4,Low
March,Fee Counter,15,4,Low
March,Bank,15,4,Low
March,Admission Cell,15,4,Low
March,Library,16,4,Medium
March,Cafeteria,16,4,Low
March,Lab,16,4,Low
March,Fee Counter,16,4,Low
March,Bank,16,4,Low
March,Admission Cell,16,4,Low
March,Library,17,4,Medium
March,Cafeteria,17,4,Low
March,Lab,17,4,Low
March,Fee Counter,17,4,Low
March,Bank,17,4,Low
March,Admission Cell,17,4,Low
March,Library,9,5,Medium
March,Cafeteria,9,5,Low
March,Lab,9,5,Medium
March,Fee Counter,9,5,Low
March,Bank,9,5,Low
March,Admission Cell,9,5,Low
March,Library,10,5,High
March,Cafeteria,10,5,Medium
March,Lab,10,5,Medium
March,Fee Counter,10,5,Low
March,Bank,10,5,Low
March,Admission Cell,10,5,Low
March,Library,11,5,High
March,Cafeteria,11,5,Medium
March,Lab,11,5,Medium
March,Fee Counter,11,5,Low
March,Bank,11,5,Low
March,Admission Cell,11,5,Low
March,Library,12,5,High
March,Cafeteria,12,5,High
March,Lab,12,5,Medium
March,Fee Counter,12,5,Low
March,Bank,12,5,Low
March,Admission Cell,12,5,Low
March,Library,13,5,Medium
March,Cafeteria,13,5,High
March,Lab,13,5,Medium
March,Fee Counter,13,5,Low
March,Bank,13,5,Low
March,Admission Cell,13,5,Low
March,Library,14,5,Medium
March,Cafeteria,14,5,High
March,Lab,14,5,Low
March,Fee Counter,14,5,Low
March,Bank,14,5,Low
March,Admission Cell,14,5,Low
March,Library,15,5,Medium
March,Cafeteria,15,5,Medium
March,Lab,15,5,Low
March,Fee Counter,15,5,Low
March,Bank,15,5,Low
March,Admission Cell,15,5,Low
March,Library,16,5,Medium
March,Cafeteria,16,5,Low
March,Lab,16,5,Low
March,Fee Counter,16,5,Low
March,Bank,16,5,Low
March,Admission Cell,16,5,Low
March,Library,17,5,Medium
March,Cafeteria,17,5,Low
March,Lab,17,5,Low
March,Fee Counter,17,5,Low
March,Bank,17,5,Low
March,Admission Cell,17,5,Low
March,Library,9,6,Medium
March,Cafeteria,9,6,Low
March,Lab,9,6,Medium
March,Fee Counter,9,6,Low
March,Bank,9,6,Low
March,Admission Cell,9,6,Low
March,Library,10,6,High
March,Cafeteria,10,6,Medium
March,Lab,10,6,Medium
March,Fee Counter,10,6,Low
March,Bank,10,6,Low
March,Admission Cell,10,6,Low
March,Library,11,6,High
March,Cafeteria,11,6,Medium
March,Lab,11,6,Medium
March,Fee Counter,11,6,Low
March,Bank,11,6,Low
March,Admission Cell,11,6,Low
March,Library,12,6,High
March,Cafeteria,12,6,High
March,Lab,12,6,Medium
March,Fee Counter,12,6,Low
March,Bank,12,6,Low
March,Admission Cell,12,6,Low
March,Library,13,6,Medium
March,Cafeteria,13,6,High
March,Lab,13,6,Medium
March,Fee Counter,13,6,Low
March,Bank,13,6,Low
March,Admission Cell,13,6,Low
March,Library,14,6,Medium
March,Cafeteria,14,6,High
March,Lab,14,6,Low
March,Fee Counter,14,6,Low
March,Bank,14,6,Low
March,Admission Cell,14,6,Low
March,Library,15,6,Medium
March,Cafeteria,15,6,Medium
March,Lab,15,6,Low
March,Fee Counter,15,6,Low
March,Bank,15,6,Low
March,Admission Cell,15,6,Low
March,Library,16,6,Medium
March,Cafeteria,16,6,Low
March,Lab,16,6,Low
March,Fee Counter,16,6,Low
March,Bank,16,6,Low
March,Admission Cell,16,6,Low
March,Library,17,6,Medium
March,Cafeteria,17,6,Low
March,Lab,17,6,Low
March,Fee Counter,17,6,Low
March,Bank,17,6,Low
March,Admission Cell,17,6,Low
March,Library,9,7,Medium
March,Cafeteria,9,7,Low
March,Lab,9,7,Medium
March,Fee Counter,9,7,Low
March,Bank,9,7,Low
March,Admission Cell,9,7,Low
March,Library,10,7,High
March,Cafeteria,10,7,Medium
March,Lab,10,7,Medium
March,Fee Counter,10,7,Low
March,Bank,10,7,Low
March,Admission Cell,10,7,Low
March,Library,11,7,High
March,Cafeteria,11,7,Medium
March,Lab,11,7,Medium
March,Fee Counter,11,7,Low
March,Bank,11,7,Low
March,Admission Cell,11,7,Low
March,Library,12,7,High
March,Cafeteria,12,7,High
March,Lab,12,7,Medium
March,Fee Counter,12,7,Low
March,Bank,12,7,Low
March,Admission Cell,12,7,Low
March,Library,13,7,Medium
March,Cafeteria,13,7,High
March,Lab,13,7,Medium
March,Fee Counter,13,7,Low
March,Bank,13,7,Low
March,Admission Cell,13,7,Low
March,Library,14,7,Medium
March,Cafeteria,14,7,High
March,Lab,14,7,Low
March,Fee Counter,14,7,Low
March,Bank,14,7,Low
March,Admission Cell,14,7,Low
March,Library,15,7,Medium
March,Cafeteria,15,7,Medium
March,Lab,15,7,Low
March,Fee Counter,15,7,Low
March,Bank,15,7,Low
March,Admission Cell,15,7,Low
March,Library,16,7,Medium
March,Cafeteria,16,7,Low
March,Lab,16,7,Low
March,Fee Counter,16,7,Low
March,Bank,16,7,Low
March,Admission Cell,16,7,Low
March,Library,17,7,Medium
March,Cafeteria,17,7,Low
March,Lab,17,7,Low
March,Fee Counter,17,7,Low
March,Bank,17,7,Low
March,Admission Cell,17,7,Low
March,Library,9,8,Medium
March,Cafeteria,9,8,Low
March,Lab,9,8,Medium
March,Fee Counter,9,8,Low
March,Bank,9,8,Low
March,Admission Cell,9,8,Low
March,Library,10,8,High
March,Cafeteria,10,8,Medium
March,Lab,10,8,Medium
March,Fee Counter,10,8,Low
March,Bank,10,8,Low
March,Admission Cell,10,8,Low
March,Library,11,8,High
March,Cafeteria,11,8,Medium
March,Lab,11,8,Medium
March,Fee Counter,11,8,Low
March,Bank,11,8,Low
March,Admission Cell,11,8,Low
March,Library,12,8,High
March,Cafeteria,12,8,High
March,Lab,12,8,Medium
March,Fee Counter,12,8,Low
March,Bank,12,8,Low
March,Admission Cell,12,8,Low
March,Library,13,8,Medium
March,Cafeteria,13,8,High
March,Lab,13,8,Medium
March,Fee Counter,13,8,Low
March,Bank,13,8,Low
March,Admission Cell,13,8,Low
March,Library,14,8,Medium
March,Cafeteria,14,8,High
March,Lab,14,8,Low
March,Fee Counter,14,8,Low
March,Bank,14,8,Low
March,Admission Cell,14,8,Low
March,Library,15,8,Medium
March,Cafeteria,15,8,Medium
March,Lab,15,8,Low
March,Fee Counter,15,8,Low
March,Bank,15,8,Low
March,Admission Cell,15,8,Low
March,Library,16,8,Medium
March,Cafeteria,16,8,Low
March,Lab,16,8,Low
March,Fee Counter,16,8,Low
March,Bank,16,8,Low
March,Admission Cell,16,8,Low
March,Library,17,8,Medium
March,Cafeteria,17,8,Low
March,Lab,17,8,Low
March,Fee Counter,17,8,Low
March,Bank,17,8,Low
March,Admission Cell,17,8,Low
March,Library,9,9,Medium
March,Cafeteria,9,9,Low
March,Lab,9,9,Medium
March,Fee Counter,9,9,Low
March,Bank,9,9,Low
March,Admission Cell,9,9,Low
March,Library,10,9,High
March,Cafeteria,10,9,Medium
March,Lab,10,9,Medium
March,Fee Counter,10,9,Low
March,Bank,10,9,Low
March,Admission Cell,10,9,Low
March,Library,11,9,High
March,Cafeteria,11,9,Medium
March,Lab,11,9,Medium
March,Fee Counter,11,9,Low
March,Bank,11,9,Low
March,Admission Cell,11,9,Low
March,Library,12,9,High
March,Cafeteria,12,9,High
March,Lab,12,9,Medium
March,Fee Counter,12,9,Low
March,Bank,12,9,Low
March,Admission Cell,12,9,Low
March,Library,13,9,Medium
March,Cafeteria,13,9,High
March,Lab,13,9,Medium
March,Fee Counter,13,9,Low
March,Bank,13,9,Low
March,Admission Cell,13,9,Low
March,Library,14,9,Medium
March,Cafeteria,14,9,High
March,Lab,14,9,Low
March,Fee Counter,14,9,Low
March,Bank,14,9,Low
March,Admission Cell,14,9,Low
March,Library,15,9,Medium
March,Cafeteria,15,9,Medium
March,Lab,15,9,Low
March,Fee Counter,15,9,Low
March,Bank,15,9,Low
March,Admission Cell,15,9,Low
March,Library,16,9,Medium
March,Cafeteria,16,9,Low
March,Lab,16,9,Low
March,Fee Counter,16,9,Low
March,Bank,16,9,Low
March,Admission Cell,16,9,Low
March,Library,17,9,Medium
March,Cafeteria,17,9,Low
March,Lab,17,9,Low
March,Fee Counter,17,9,Low
March,Bank,17,9,Low
March,Admission Cell,17,9,Low
March,Library,9,10,Medium
March,Cafeteria,9,10,Low
March,Lab,9,10,Medium
March,Fee Counter,9,10,Low
March,Bank,9,10,Low
March,Admission Cell,9,10,Low
March,Library,10,10,High
March,Cafeteria,10,10,Medium
March,Lab,10,10,Medium
March,Fee Counter,10,10,Low
March,Bank,10,10,Low
March,Admission Cell,10,10,Low
March,Library,11,10,High
March,Cafeteria,11,10,Medium
March,Lab,11,10,Medium
March,Fee Counter,11,10,Low
March,Bank,11,10,Low
March,Admission Cell,11,10,Low
March,Library,12,10,High
March,Cafeteria,12,10,High
March,Lab,12,10,Medium
March,Fee Counter,12,10,Low
March,Bank,12,10,Low
March,Admission Cell,12,10,Low
March,Library,13,10,Medium
March,Cafeteria,13,10,High
March,Lab,13,10,Medium
March,Fee Counter,13,10,Low
March,Bank,13,10,Low
March,Admission Cell,13,10,Low
March,Library,14,10,Medium
March,Cafeteria,14,10,High
March,Lab,14,10,Low
March,Fee Counter,14,10,Low
March,Bank,14,10,Low
March,Admission Cell,14,10,Low
March,Library,15,10,Medium
March,Cafeteria,15,10,Medium
March,Lab,15,10,Low
March,Fee Counter,15,10,Low
March,Bank,15,10,Low
March,Admission Cell,15,10,Low
March,Library,16,10,Medium
March,Cafeteria,16,10,Low
March,Lab,16,10,Low
March,Fee Counter,16,10,Low
March,Bank,16,10,Low
March,Admission Cell,16,10,Low
March,Library,17,10,Medium
March,Cafeteria,17,10,Low
March,Lab,17,10,Low
March,Fee Counter,17,10,Low
March,Bank,17,10,Low
March,Admission Cell,17,10,Low
March,Library,9,11,Medium
March,Cafeteria,9,11,Low
March,Lab,9,11,Medium
March,Fee Counter,9,11,Low
March,Bank,9,11,Low
March,Admission Cell,9,11,Low
March,Library,10,11,High
March,Cafeteria,10,11,Medium
March,Lab,10,11,Medium
March,Fee Counter,10,11,Low
March,Bank,10,11,Low
March,Admission Cell,10,11,Low
March,Library,11,11,High
March,Cafeteria,11,11,Medium
March,Lab,11,11,Medium
March,Fee Counter,11,11,Low
March,Bank,11,11,Low
March,Admission Cell,11,11,Low
March,Library,12,11,High
March,Cafeteria,12,11,High
March,Lab,12,11,Medium
March,Fee Counter,12,11,Low
March,Bank,12,11,Low
March,Admission Cell,12,11,Low
March,Library,13,11,Medium
March,Cafeteria,13,11,High
March,Lab,13,11,Medium
March,Fee Counter,13,11,Low
March,Bank,13,11,Low
March,Admission Cell,13,11,Low
March,Library,14,11,Medium
March,Cafeteria,14,11,High
March,Lab,14,11,Low
March,Fee Counter,14,11,Low
March,Bank,14,11,Low
March,Admission Cell,14,11,Low
March,Library,15,11,Medium
March,Cafeteria,15,11,Medium
March,Lab,15,11,Low
March,Fee Counter,15,11,Low
March,Bank,15,11,Low
March,Admission Cell,15,11,Low
March,Library,16,11,Medium
March,Cafeteria,16,11,Low
March,Lab,16,11,Low
March,Fee Counter,16,11,Low
March,Bank,16,11,Low
March,Admission Cell,16,11,Low
March,Library,17,11,Medium
March,Cafeteria,17,11,Low
March,Lab,17,11,Low
March,Fee Counter,17,11,Low
March,Bank,17,11,Low
March,Admission Cell,17,11,Low
March,Library,9,12,Medium
March,Cafeteria,9,12,Low
March,Lab,9,12,Medium
March,Fee Counter,9,12,Low
March,Bank,9,12,Low
March,Admission Cell,9,12,Low
March,Library,10,12,High
March,Cafeteria,10,12,Medium
March,Lab,10,12,Medium
March,Fee Counter,10,12,Low
March,Bank,10,12,Low
March,Admission Cell,10,12,Low
March,Library,11,12,High
March,Cafeteria,11,12,Medium
March,Lab,11,12,Medium
March,Fee Counter,11,12,Low
March,Bank,11,12,Low
March,Admission Cell,11,12,Low
March,Library,12,12,High
March,Cafeteria,12,12,High
March,Lab,12,12,Medium
March,Fee Counter,12,12,Low
March,Bank,12,12,Low
March,Admission Cell,12,12,Low
March,Library,13,12,Medium
March,Cafeteria,13,12,High
March,Lab,13,12,Medium
March,Fee Counter,13,12,Low
March,Bank,13,12,Low
March,Admission Cell,13,12,Low
March,Library,14,12,Medium
March,Cafeteria,14,12,High
March,Lab,14,12,Low
March,Fee Counter,14,12,Low
March,Bank,14,12,Low
March,Admission Cell,14,12,Low
March,Library,15,12,Medium
March,Cafeteria,15,12,Medium
March,Lab,15,12,Low
March,Fee Counter,15,12,Low
March,Bank,15,12,Low
March,Admission Cell,15,12,Low
March,Library,16,12,Medium
March,Cafeteria,16,12,Low
March,Lab,16,12,Low
March,Fee Counter,16,12,Low
March,Bank,16,12,Low
March,Admission Cell,16,12,Low
March,Library,17,12,Medium
March,Cafeteria,17,12,Low
March,Lab,17,12,Low
March,Fee Counter,17,12,Low
March,Bank,17,12,Low
March,Admission Cell,17,12,Low
March,Library,9,13,Medium
March,Cafeteria,9,13,Low
March,Lab,9,13,Medium
March,Fee Counter,9,13,Low
March,Bank,9,13,Low
March,Admission Cell,9,13,Low
March,Library,10,13,High
March,Cafeteria,10,13,Medium
March,Lab,10,13,Medium
March,Fee Counter,10,13,Low
March,Bank,10,13,Low
March,Admission Cell,10,13,Low
March,Library,11,13,High
March,Cafeteria,11,13,Medium
March,Lab,11,13,Medium
March,Fee Counter,11,13,Low
March,Bank,11,13,Low
March,Admission Cell,11,13,Low
March,Library,12,13,High
March,Cafeteria,12,13,High
March,Lab,12,13,Medium
March,Fee Counter,12,13,Low
March,Bank,12,13,Low
March,Admission Cell,12,13,Low
March,Library,13,13,Medium
March,Cafeteria,13,13,High
March,Lab,13,13,Medium
March,Fee Counter,13,13,Low
March,Bank,13,13,Low
March,Admission Cell,13,13,Low
March,Library,14,13,Medium
March,Cafeteria,14,13,High
March,Lab,14,13,Low
March,Fee Counter,14,13,Low
March,Bank,14,13,Low
March,Admission Cell,14,13,Low
March,Library,15,13,Medium
March,Cafeteria,15,13,Medium
March,Lab,15,13,Low
March,Fee Counter,15,13,Low
March,Bank,15,13,Low
March,Admission Cell,15,13,Low
March,Library,16,13,Medium
March,Cafeteria,16,13,Low
March,Lab,16,13,Low
March,Fee Counter,16,13,Low
March,Bank,16,13,Low
March,Admission Cell,16,13,Low
March,Library,17,13,Medium
March,Cafeteria,17,13,Low
March,Lab,17,13,Low
March,Fee Counter,17,13,Low
March,Bank,17,13,Low
March,Admission Cell,17,13,Low
March,Library,9,14,Medium
March,Cafeteria,9,14,Low
March,Lab,9,14,Medium
March,Fee Counter,9,14,Low
March,Bank,9,14,Low
March,Admission Cell,9,14,Low
March,Library,10,14,High
March,Cafeteria,10,14,Medium
March,Lab,10,14,Medium
March,Fee Counter,10,14,Low
March,Bank,10,14,Low
March,Admission Cell,10,14,Low
March,Library,11,14,High
March,Cafeteria,11,14,Medium
March,Lab,11,14,Medium
March,Fee Counter,11,14,Low
March,Bank,11,14,Low
March,Admission Cell,11,14,Low
March,Library,12,14,High
March,Cafeteria,12,14,High
March,Lab,12,14,Medium
March,Fee Counter,12,14,Low
March,Bank,12,14,Low
March,Admission Cell,12,14,Low
March,Library,13,14,Medium
March,Cafeteria,13,14,High
March,Lab,13,14,Medium
March,Fee Counter,13,14,Low
March,Bank,13,14,Low
March,Admission Cell,13,14,Low
March,Library,14,14,Medium
March,Cafeteria,14,14,High
March,Lab,14,14,Low
March,Fee Counter,14,14,Low
March,Bank,14,14,Low
March,Admission Cell,14,14,Low
March,Library,15,14,Medium
March,Cafeteria,15,14,Medium
March,Lab,15,14,Low
March,Fee Counter,15,14,Low
March,Bank,15,14,Low
March,Admission Cell,15,14,Low
March,Library,16,14,Medium
March,Cafeteria,16,14,Low
March,Lab,16,14,Low
